"","waldStat","df","pvalue","padj"
"Pde8a",1.10326725500644,4,0.893753473665311,1
"X2900076A07Rik",0.0235398544363221,4,0.999931275515951,1
"Whamm",0.107578321842008,4,0.998604207137489,1
"Fam103a1",0,4,1,1
"Tm6sf1",2.83454888923919,4,0.585883800508589,1
"Stard5",0,2,1,1
"Mesd",2.17146202925932,4,0.704257224188239,1
"Ctsc",2.36263941500301,2,0.306873488009686,1
"Rab38",NA,NA,NA,NA
"Picalm",1.21469961652519,2,0.544792762861803,1
"Crebzf",0.706201554611786,4,0.950561946576931,1
"Dlg2",2.50884972335199,2,0.285239853428334,1
"Ccdc90b",0.445260925876437,4,0.978606353103253,1
"Prcp",4.05437972075317,3,0.255651658489386,1
"Alg8",0.100404951166551,4,0.998781247168139,1
"Ndufc2",1.4919394417651,4,0.828068328542632,1
"Ints4",2.78358675486002,4,0.594669240844235,1
"Rsf1",1.12018202445571,2,0.571157079204998,1
"Clns1a",1.65043181046453,4,0.799700800248952,1
"Pak1",0.0799749886108843,4,0.999221497259861,1
"Thap12",7.94651547040414,4,0.093557165863475,1
"Arrb1",0,4,1,1
"Lipt2",3.90752128630143,3,0.271624872813177,1
"Pgm2l1",1.5746444625387,4,0.813341920304715,1
"C2cd3",4.27955051951191,4,0.369492795880867,1
"Ucp2",0,2,1,1
"Coa4",0.24290720320566,4,0.993195357928951,1
"Rab6a",0,4,1,1
"Fam168a",0.858509065926236,4,0.930436423583383,1
"Fchsd2",0.294926570634032,3,0.960979814387258,1
"Numa1",11.2915538228353,4,0.0234755621037034,0.671748185644493
"Pgap2",11.4487643750905,4,0.0219575961273459,0.645117118796811
"Stim1",0,4,1,1
"Rrm1",2.14772404244588,4,0.708610377568547,1
"Trim34a",0,2,1,1
"Smpd1",2.34119258380431,4,0.67327974086169,1
"Timm10b",0.000368731089922243,4,0.999999983006762,1
"Ilk",0.415239206937323,4,0.981210317627556,1
"Eif3f",1.08763320208686,4,0.896229340658129,1
"Rpl27a",3.25775671444398,4,0.515653071259473,1
"Akip1",2.5500738739877,2,0.27942064707207,1
"Ipo7",2.79512839357667,3,0.424302498215949,1
"Zfp143",0.0773695822973119,4,0.999270763819544,1
"Wee1",1.80689862858546,3,0.613434868746562,1
"Swap70",0.00442059371555426,2,0.997792144049615,1
"Ampd3",0.685149349948568,4,0.953147602562715,1
"Ctr9",1.26612407128259,4,0.867096301810937,1
"Usp47",0,4,1,1
"Far1",0,4,1,1
"Pde3b",1.68024926634555,4,0.794302165993298,1
"X1110004F10Rik",11.6996225400778,4,0.0197304890927192,0.615871288906993
"Nucb2",8.24892752600986,4,0.0828736703154855,1
"Xylt1",0,4,1,1
"Ccp110",1.33541330890735,4,0.85533914094382,1
"X9030624J02Rik",0.00153355750344013,4,0.999999706175406,1
"Tmem159",2.78848177014917,4,0.593822596885466,1
"Uqcrc2",0,4,1,1
"Mosmo",4.48558648600326,4,0.344259972656733,1
"Eef2k",0.554018005984822,2,0.758047672382345,1
"Polr3e",3.00888033533798,2,0.222141621089042,1
"Mettl9",0,4,1,1
"Ubfd1",2.26006197974493,2,0.323023245817949,1
"Dctn5",0.85039214124547,4,0.931567457939715,1
"Plk1",2.69645943328524,4,0.609834308308417,1
"Prkcb",2.22686100967827,4,0.694114708640998,1
"Rbbp6",2.98891328114397,4,0.55968244733833,1
"Tnrc6a",1.02297445860103,4,0.906292531030094,1
"Lcmt1",1.08011367025446,4,0.897414423114639,1
"Il4ra",0,2,1,1
"Il21r",5.47927317693187,3,0.139883580069984,1
"Rabep2",1.05460344650883,4,0.901406349813873,1
"Tufm",3.4304717226294,2,0.179921279238695,1
"Apobr",4.38703321488517,4,0.356153339103637,1
"Sgf29",1.77811311431909,2,0.411043365798798,1
"Bola2",10.5791923483957,3,0.0142332011768261,0.503747001742657
"Mapk3",0,4,1,1
"Gdpd3",12.436350927792,4,0.0143849429379872,0.503747001742657
"Ypel3",1.93288345976015,4,0.748101923583579,1
"Hirip3",2.00499598482153,4,0.734839923245282,1
"Kctd13",0.00370811617229779,4,0.999998283357291,1
"Cdipt",0,4,1,1
"AI467606",0.126460811214918,4,0.998083259898652,1
"Zfp553",2.60527352085057,4,0.625889227416537,1
"Zfp771",1.91327449948785,3,0.590600529469256,1
"Itgal",0,2,1,1
"Prr14",0,4,1,1
"Fbrs",1.65579913923424,4,0.798730219330241,1
"Phkg2",0,4,1,1
"Rnf40",0.286077190334316,2,0.866720617022859,1
"Orai3",0.91789623315423,4,0.921979390588187,1
"Stx4a",0.578898021764518,4,0.96537948417129,1
"Zfp646",0.00712830678740428,4,0.999993663477179,1
"Bckdk",0.700280709009162,4,0.951294299457473,1
"Kat8",0.249575463487792,2,0.882684248546221,1
"Fus",0.253085510789221,4,0.992637912876288,1
"Gm49368",0.0109578764680735,2,0.99453604377373,1
"Armc5",0.672949477739468,4,0.954622424772842,1
"Sec23ip",0.520572099399535,4,0.971467629414707,1
"Wdr11",0.982437185616948,4,0.912447289994331,1
"Plekha1",0.548757037004274,2,0.760044329964523,1
"Pstk",0.34182318067907,3,0.951979953009654,1
"Acadsb",0,4,1,1
"Bub3",3.58586062382799,4,0.464943690585806,1
"Abraxas2",0,4,1,1
"Zranb1",0.173073068677216,4,0.996464874845095,1
"Bccip",3.00239517285434,3,0.391256035129156,1
"Dock1",0.212453966148289,4,0.994741999719329,1
"Ptpre",0,2,1,1
"Mgmt",NA,NA,NA,NA
"Glrx3",1.27427680739874,4,0.865724490164155,1
"Ppp2r2d",0.0521503134494322,4,0.99966589533479,1
"Inpp5a",0.055258077281861,4,0.99962527614071,1
"Zfp511",0.792554908125983,3,0.851246960060312,1
"Mtg1",0.60512907456118,2,0.738920798781161,1
"Ifitm1",0,5,1,1
"Ptdss2",1.19338550823458,4,0.879186445559202,1
"Phrf1",0,4,1,1
"Tmem80",0,2,1,1
"Taldo1",0.0539495764096615,4,0.999642657329465,1
"Rplp2",0.0533201662984889,4,0.999650873589413,1
"Pnpla2",0.0148439670884038,4,0.999972592983643,1
"Cracr2b",8.92549592423585,2,0.0115306339666132,0.434364389535346
"Tspan4",0.487247500414624,2,0.783782476786568,1
"Ap2a2",3.85622030339731,4,0.425813877189159,1
"Lsp1",0.00162430804271127,4,0.999999670381432,1
"Mrpl23",0.0130117423231416,2,0.993515246197791,1
"Gm33148",4.51635407420402,2,0.104540885310707,1
"Tspan32",64.0816925144625,4,4.01678690309382e-13,1.81541840384077e-10
"Cd81",0.0435864687574365,4,0.99976594963055,1
"Tssc4",4.20570494577833,4,0.378881937897553,1
"E230032D23Rik",3.32397402518467,2,0.189761546660448,1
"Dhcr7",0.298899931294004,4,0.989885075019293,1
"Xab2",0.0369825813682176,4,0.999831129104181,1
"Fcor",9.88878397337597,4,0.0423433567824166,0.916026348588958
"Timm44",0.000988364377073804,4,0.999999877932204,1
"Elavl1",0,4,1,1
"Shcbp1",0.561626746370713,3,0.905158046477746,1
"Arglu1",0.136093318517671,4,0.997787220583381,1
"Rab20",0.0716823909139297,4,0.99937284713496,1
"Cars2",0.4187536423208,4,0.980912892402044,1
"Ankrd10",2.17585628036355,2,0.336913809270877,1
"Tubgcp3",5.94795024464768,3,0.114170202058755,1
"Pcid2",4.90642687750172,3,0.178778665778131,1
"Dcun1d2",2.77927034685489,4,0.595416292845684,1
"Rasa3",0.0113140319558514,2,0.994358954807108,1
"Coprs",NA,NA,NA,NA
"Erich1",0.723836907260778,4,0.948357137629727,1
"Ckap2",0,4,1,1
"Slc25a15",3.4885816468865,2,0.174768887026347,1
"Smim19",0.0136115482318044,4,0.99997694552954,1
"Vdac3",7.9745743528308,4,0.0925140210987073,1
"Polb",0.303737951357268,4,0.989571600510827,1
"Ikbkb",0.113983137921799,4,0.9984363852316,1
"Gpat4",2.02747360568624,4,0.73070555283432,1
"Gins4",0.114708921875652,4,0.998416790538962,1
"Golga7",4.6708406991853,4,0.322767949576974,1
"Adam9",0.714764179291488,4,0.949495793421825,1
"Plekha2",0,2,1,1
"Tacc1",0,4,1,1
"Ddhd2",0.0443337575444249,4,0.999757915456584,1
"Bag4",9.9577050188159,4,0.0411461939632339,0.900562828588162
"Ash2l",6.47746077017793,3,0.0905556462442944,1
"Hgsnat",0.363877061729963,2,0.833652582743976,1
"Fnta",0.18236614943945,4,0.996087097992717,1
"Hook3",0,4,1,1
"Rab11fip1",0,2,1,1
"Mak16",0.0253312741279569,3,0.998935841352165,1
"Wrn",4.81114038976382,4,0.307230250405395,1
"Ubxn8",0.371755380218095,4,0.98472336701806,1
"Rbpms",0.10187897654922,2,0.95033617527422,1
"Dctn6",1.37434958695801,4,0.848640702337276,1
"Gm10131",0.0996349852895581,4,0.998799560992085,1
"Leprotl1",0,4,1,1
"Tnks",0.333476697321636,4,0.987551897643851,1
"Eri1",0,4,1,1
"Lonrf1",0,4,1,1
"Cnot7",0.0049952153631822,4,0.999996886166469,1
"Mtus1",9.91110068740574,4,0.0419521025020179,0.912768526035028
"Asah1",0,4,1,1
"Frg1",0.211039559353804,4,0.994809351756284,1
"Slc25a4",19.0298354652531,3,0.000269542712128534,0.0250913557594081
"Trappc11",0.576723830936006,4,0.96561474696128,1
"Ing2",3.58785283583981,4,0.4646464462769,1
"Cdkn2aip",0.183175619595677,4,0.996053341321892,1
"Wwc2",NA,NA,NA,NA
"Neil3",0.573684279194346,4,0.96594259098102,1
"Spcs3",0.309550347308181,4,0.989189356128642,1
"Cep44",0.0842933480529891,4,0.999136394542254,1
"Sap30",4.719059752606,4,0.317356722605866,1
"Galnt7",13.5195934356318,4,0.0089972115257847,0.361560074101752
"Clcn3",1.10885320172578,4,0.892865014897384,1
"Msmo1",0,2,1,1
"Klhl2",11.3890561717176,4,0.0225225647002437,0.649533101198401
"Tma16",0.00153236882856437,2,0.999234109030047,1
"Ndufa13",0.0147915174251654,4,0.999972785845842,1
"Gatad2a",0.0171487323271045,4,0.999963449576778,1
"Mau2",0.00694261076603075,4,0.999993988944367,1
"Rfxank",3.71157943862665,2,0.156329437538113,1
"Ddx49",4.15704191214955,4,0.385169537880172,1
"Upf1",1.90519550285702,4,0.753190507481161,1
"Rex1bd",0,4,1,1
"Uba52",0.0273312682302607,4,0.999907471562233,1
"Ssbp4",0,4,1,1
"Pgpep1",0.269073915426901,4,0.991722095318768,1
"Mpv17l2",1.28997511429564,4,0.863074092503431,1
"Pik3r2",4.40255415754541,3,0.221148674280254,1
"Mast3",0,4,1,1
"Ccdc124",0,4,1,1
"Rpl18a",16.5307397490896,4,0.0023837364296948,0.138369331595982
"Haus8",0.0157007831854486,4,0.999969346471825,1
"Abhd8",5.39742547115743,4,0.248894072228992,1
"Bst2",2.44914961194202,5,0.784133005750825,1
"Fcho1",6.50294955743269,4,0.164604632159866,1
"Gm10282",8.18711790985288,4,0.0849593677372059,1
"Eps15l1",1.04179151920612,2,0.593988238926197,1
"Cherp",1.74079142202384,4,0.783295160978709,1
"Slc35e1",0,4,1,1
"Smim7",0,4,1,1
"Arhgap10",0.671722087249403,4,0.954769830071256,1
"Tmem184c",2.81055505317075,4,0.590012099883453,1
"Rbmxl1",9.71625849446089,3,0.0211386103932758,0.63450343196796
"Lsm6",0.380876519807294,4,0.984012444709458,1
"Smad1",7.64006643307281,4,0.105689217987875,1
"Abce1",3.35037209483861,3,0.340693095859849,1
"Smarca5",3.12825911563798,4,0.536595627009029,1
"Usp38",2.28203506993767,4,0.684041743090724,1
"Il15",1.08965254842941,4,0.895910451018766,1
"Zfp330",0.806837005120469,4,0.937529125223418,1
"Elmod2",0.443791284185274,4,0.97873712699467,1
"Tecr",0.311086922704868,4,0.989087281742316,1
"Pkn1",0,4,1,1
"Adgre5",1.56513833354596,4,0.815043746103811,1
"Dcaf15",0.089118325234554,4,0.999036244550212,1
"Cc2d1a",6.68916705380439,4,0.153254763125587,1
"D8Ertd738e",0.0299592739445364,4,0.999888919393856,1
"Mri1",2.28099000594522,2,0.319660749625643,1
"Ccdc130",0.777802225482574,2,0.677801292611854,1
"Ier2",1.88135688379007,4,0.757568878031547,1
"Nacc1",0.0185100860627278,2,0.990787653059813,1
"Calr",30.1921189009199,4,4.47284913029922e-06,0.000671292500086131
"Gcdh",2.66902276537515,2,0.263286790515677,1
"Rnaseh2a",7.87735962989945,3,0.0486154903362574,0.995679294496213
"Junb",0.000407869839074639,4,0.999999979208101,1
"Asna1",1.50149448038437,4,0.826376705913293,1
"Wdr83",2.22060654926913,4,0.695258468507565,1
"Vps35",0,4,1,1
"X4921524J17Rik",0.821117906577244,4,0.93559470226578,1
"Dnaja2",0.0132886321943882,4,0.999978024064012,1
"Neto2",4.57251571460435,4,0.334035378059803,1
"Itfg1",0,4,1,1
"Siah1a",0.240755868334086,2,0.886585302513995,1
"N4bp1",0,2,1,1
"Brd7",0,4,1,1
"Snx20",0,2,1,1
"Amfr",0,4,1,1
"Nudt21",22.0751023662581,3,6.2925569272565e-05,0.00680521524162416
"Fam192a",0.0229985956624036,4,0.999934387761134,1
"Ciapin1",1.31581242571963,4,0.8586870656088,1
"Cfap20",0,4,1,1
"Csnk2a2",3.59586665623702,4,0.463452082792839,1
"Cnot1",0,4,1,1
"Got2",6.90115099658402,4,0.141205064780388,1
"Tk2",0,2,1,1
"Dync1li2",0.715241415244361,2,0.699338278387045,1
"Nae1",0,4,1,1
"Fam96b",0,4,1,1
"Tradd",7.29273570302199,4,0.121203776773265,1
"Atp6v0d1",0,4,1,1
"Acd",0,4,1,1
"Enkd1",0.00272678127489794,4,0.999999071427325,1
"Cenpt",11.5854406646642,4,0.0207155877033114,0.63212627373507
"Psmb10",0.112345830653328,5,0.999783804352249,1
"Ddx28",4.94473167195753,4,0.293015527283954,1
"Slc7a6os",0.848566667668284,3,0.837818671677045,1
"Gm10073",5.56115603462451,4,0.234405887391179,1
"Chtf8",0.228376091572304,4,0.99395622134787,1
"Terf2",1.61936760257687,4,0.805307033108728,1
"Nob1",2.53697812338563,2,0.281256261755212,1
"Psmd7",0.303786163766098,3,0.959314839435063,1
"Dhx38",5.330730421439,4,0.255013898311324,1
"Hp",0,4,1,1
"Ist1",0,4,1,1
"Atxn1l",0,4,1,1
"Sf3b3",10.5638678225061,3,0.0143338452718853,0.503747001742657
"Ddx19a",6.69467863230074,2,0.0351778267706443,0.839456620121008
"Ddx19b",4.17189057438248,2,0.124189669758235,1
"Glg1",3.63585906751888,3,0.303564399574775,1
"Rfwd3",1.33331391849385,4,0.855698521016575,1
"Mlkl",0.229366549170964,4,0.993905677485839,1
"Cfdp1",0,4,1,1
"Tmem170",0,2,1,1
"Kars",0,4,1,1
"Cmc2",0.585129925763402,4,0.964701670358745,1
"Gcsh",0.949735785824637,2,0.621967217315598,1
"Mphosph6",1.19189049520545,4,0.879431981772804,1
"Mbtps1",6.6041328913254,3,0.085644994361229,1
"Hsdl1",0,4,1,1
"Cotl1",0,4,1,1
"Zdhhc7",0.041537864121953,4,0.999787288817249,1
"Gins2",1.89441579618496,4,0.755170748218727,1
"Fbxo31",0.00399945896408862,4,0.999998003204586,1
"Klhdc4",0,2,1,1
"Slc7a5",10.5416913537025,4,0.0322275225282022,0.803393900584402
"Cyba",0,5,1,1
"Rnf166",0.364011150805643,4,0.985315938486087,1
"Piezo1",0.859406934312004,4,0.930310934991912,1
"Aprt",0,4,1,1
"Galns",0,4,1,1
"Cbfa2t3",2.51744615883236,2,0.284016461516011,1
"Ankrd11",0.126896248191278,4,0.998070316139929,1
"Chmp1a",0,4,1,1
"Vps9d1",0.00400121343668992,2,0.998001393161396,1
"Nup133",3.30713936376324,4,0.507801884518926,1
"Abcb10",12.2461057270426,4,0.0156119839608009,0.534002465338278
"Taf5l",0.116735754669364,4,0.998361449702227,1
"Ttc13",0.261760949781203,4,0.992147032681692,1
"X2810004N23Rik",5.12012063359978,2,0.0773000778093589,1
"Exoc8",0.41339176708454,4,0.981365869013697,1
"Egln1",5.19164290750256,4,0.268192844093462,1
"Tarbp1",2.62130029740432,3,0.45376756055197,1
"Irf2bp2",0,4,1,1
"Tomm20",1.25787355976979,4,0.8684812693727,1
"Rbm34",4.4130422392102,4,0.352983299444957,1
"X2610044O15Rik8",1.47143913448596,4,0.83168833669289,1
"Arhgef18",0,3,1,1
"Pet100",0.286830225875595,4,0.990648385248448,1
"Stxbp2",0,4,1,1
"Mcemp1",0.138772950751166,4,0.997701267291292,1
"Trappc5",0,4,1,1
"Snapc2",0.759274778487522,2,0.68410942967984,1
"Abhd13",0.0048858522891006,4,0.99999702091118,1
"Tnfsf13b",1.1033686756435,3,0.776260934765612,1
"Naxd",0,4,1,1
"Ing1",0.0201214343345113,4,0.999949729149823,1
"Arhgef7",0.303323252853669,4,0.989598637860518,1
"Atp11a",1.13375260956632,4,0.888880669845,1
"F10",1.11585269107488,4,0.891748912537124,1
"Cul4a",0.0654020076124377,4,0.99947683680727,1
"Lamp1",0,4,1,1
"Tmco3",0.2138536796057,4,0.994674951638559,1
"Tfdp1",0,4,1,1
"Cdc16",0.168226875235465,4,0.996654715149122,1
"Upf3a",0.00897255001993976,4,0.999989966715608,1
"Champ1",2.61947781353615,4,0.623376620228706,1
"Cln8",0.187088558118616,4,0.995888250707018,1
"Mcph1",2.23810131882772,4,0.69206010293306,1
"Agpat5",0,4,1,1
"Alg11",0.0642018470839561,3,0.99575585027035,1
"Vps36",0,4,1,1
"Mrps31",0.422605294724919,4,0.980584654706275,1
"Kat6a",0.347868261985796,2,0.8403522490037,1
"Tm2d2",2.8232695227425,3,0.41968365086243,1
"Nsd3",3.17397073628428,2,0.204541299950355,1
"Plpp5",NA,NA,NA,NA
"Lsm1",0,4,1,1
"Thap1",0.301798745846772,4,0.989697762578499,1
"Erlin2",1.81787576839942,4,0.769210297260718,1
"Plpbp",0,4,1,1
"Eif4ebp1",0,4,1,1
"Ppp2cb",1.39251309491064,4,0.845495227425196,1
"Gsr",0,4,1,1
"Gtf2e2",0.922773987221056,4,0.921271025239298,1
"Saraf",0.427813792478965,4,0.98013702244152,1
"Tusc3",0.278359164261807,2,0.870071765086003,1
"Vps37a",0.00295074890540568,4,0.999998912705017,1
"B430010I23Rik",0.136976251482254,4,0.997759071594503,1
"Pcm1",0.362503937800739,4,0.985430081361215,1
"Ufsp2",5.0937535235312,2,0.078325914870972,1
"Cfap97",1.15265475807113,4,0.885830477478838,1
"Acsl1",0.0442856635258937,4,0.999758436541205,1
"Cenpu",1.721369484553,4,0.786832268256084,1
"Casp3",0,2,1,1
"Irf2",0,2,1,1
"Rwdd4a",1.54913564742418,4,0.817903508153777,1
"Aga",1.09433405322358,4,0.895170126967485,1
"Fbxo8",1.07240097089147,2,0.584966624540264,1
"Scrg1",3.53376576669607,3,0.31640914726871,1
"Hmgb2",0,4,1,1
"Hpf1",0,4,1,1
"Nek1",1.73593862264218,4,0.784179445482059,1
"Cbr4",0.320699147371777,4,0.988439089548674,1
"Tmem192",1.38737005520455,4,0.846387164524878,1
"Naf1",NA,NA,NA,NA
"Nat2",0,4,1,1
"Ints10",0.112387739604622,4,0.99847904528511,1
"Atp6v1b2",0.573350775540687,4,0.965978487269611,1
"Zfp930",3.63595980638215,4,0.457508588700986,1
"Atp13a1",0.115368606840515,4,0.998398878691332,1
"Gmip",0.274875825921371,4,0.991377761933653,1
"Pbx4",NA,NA,NA,NA
"Nr2c2ap",0.363339115586703,2,0.833876842998461,1
"Borcs8",1.05987457959105,4,0.900585166179029,1
"Tmem161a",1.99790267424367,4,0.736144663785737,1
"Sugp2",1.81187812542183,4,0.770308473606807,1
"Homer3",0.422626423360744,4,0.980582847584625,1
"Cope",0,4,1,1
"Fkbp8",0,4,1,1
"Ell",0,2,1,1
"Isyna1",0.695418546057686,4,0.951892703807894,1
"Lrrc25",0.401547505337234,4,0.982350008718899,1
"Lsm4",0,4,1,1
"Jund",0,4,1,1
"X2010320M18Rik",3.81624883839681,4,0.431444639150267,1
"Map1s",0.227448788161758,4,0.994003366742384,1
"Myo9b",0,4,1,1
"Use1",0,4,1,1
"Ocel1",2.93855184126523,4,0.568160708653031,1
"Babam1",0.942239526985884,4,0.918424195206394,1
"Ankle1",3.19394818294177,4,0.525908973622253,1
"Mrpl34",0.0335295028031776,4,0.999861032341383,1
"Dda1",0,4,1,1
"Mvb12a",0.0964423685772735,4,0.998874067390357,1
"Pgls",0,4,1,1
"Colgalt1",1.95750953610106,4,0.743573972166771,1
"Tpm4",2.50971512784343,5,0.775031248067322,1
"Rab8a",0.245436749829928,4,0.993058693088145,1
"Fam32a",0,4,1,1
"Ap1m1",6.65780365645356,4,0.15511508747724,1
"Klf2",0.613290945083701,2,0.735911455482202,1
"Sin3b",0,2,1,1
"Hmgxb4",3.02941815168716,4,0.552914470160969,1
"Mcm5",1.52015144236599,4,0.82306599790183,1
"Slc10a7",2.97429686814733,4,0.562135931663501,1
"Otud4",0.580865781113533,4,0.965166016708058,1
"Anapc10",0.161781229395058,4,0.996899546210335,1
"Ndufb7",0,4,1,1
"Dnajb1",6.95161405444658,4,0.138467401335526,1
"Gipc1",0.0961646820894874,4,0.99888043864382,1
"Ddx39",4.14754770304087,4,0.386405563963535,1
"Adgrl1",10.9691711870045,2,0.00415025461544505,0.21195119751377
"Asf1b",2.52457008867396,2,0.283006604448607,1
"Prkaca",0.0139096240306272,4,0.999975927136392,1
"Samd1",5.09106469391439,3,0.165249104086777,1
"Gm26532",0,2,1,1
"Trmt1",4.87822185264815,3,0.180934629326581,1
"Lyl1",0,4,1,1
"G430095P16Rik",6.63815533377692,4,0.156290974106326,1
"Gadd45gip1",5.90466633346926,3,0.116341665704137,1
"Farsa",5.6294666865563,3,0.131096905972225,1
"Syce2",7.63956522632935,2,0.0219325682276627,0.645117118796811
"Prdx2",13.5385208101063,2,0.00114854379403806,0.0861876638913866
"Trir",0,4,1,1
"Tnpo2",0.101182332365176,4,0.998762621150435,1
"Dhps",1.7482867051305,4,0.781928733535872,1
"Wdr83os",0,4,1,1
"Man2b1",0,4,1,1
"Orc6",6.51722494951653,2,0.0384416998590649,0.879299082209515
"Phkb",6.50474814693012,2,0.0386822641974359,0.879299082209515
"Cnep1r1",0,4,1,1
"Heatr3",2.61779134529868,2,0.270118190641317,1
"Adcy7",3.14978903005231,4,0.533078840809567,1
"Cyld",0.369638780924572,4,0.984886334807467,1
"Chd9",1.39781657806563,3,0.706046617214724,1
"Rbl2",0,4,1,1
"Fto",0.47264729606725,4,0.976108557199666,1
"Lpcat2",0.0723615569171795,2,0.964465923059457,1
"Ogfod1",4.369651488348,2,0.112497335262472,1
"Mt2",0.791455575225538,4,0.93958987996506,1
"Mt1",30.210742007045,4,4.43395682325765e-06,0.000671292500086131
"Herpud1",0.0102151083433166,4,0.999987000774016,1
"Cpne2",0,4,1,1
"Rspry1",0,4,1,1
"Arl2bp",0,4,1,1
"Coq9",1.27319909910336,4,0.865906013569606,1
"Adgrg1",6.979493499913,2,0.0305085974965997,0.773655951689636
"Adgrg3",0.0563230205696368,4,0.999610831325271,1
"Katnb1",9.80656765396198,2,0.00742216988679456,0.327049005565388
"Usb1",1.93372885824234,4,0.747946509631244,1
"Gins3",0.163752403381129,4,0.996825605084774,1
"Setd6",1.51960753718543,2,0.467758206855771,1
"Sap18b",0,4,1,1
"Cklf",1.60187844659187,4,0.80845447966379,1
"Cmtm3",0.730348236144942,2,0.694075789217617,1
"Pdp2",1.927005439405,2,0.381554065644472,1
"Ces2g",24.6227588730987,4,5.99044257216796e-05,0.00657518129488406
"Cbfb",1.5848707682713,4,0.811508725969863,1
"D230025D16Rik",1.88076170865023,4,0.757678152936955,1
"E2f4",2.05578145681133,4,0.725499768618306,1
"Tmem208",5.15547133263567,4,0.271713911693122,1
"Ripor1",6.25253034499679,3,0.0999500104008385,1
"Ctcf",0.664608986379528,4,0.955620559788012,1
"Pard6a",1.66617608543631,4,0.79685221580094,1
"Thap11",0,4,1,1
"Pskh1",0.767432923184673,2,0.681324581481857,1
"Nfatc3",0,4,1,1
"Pla2g15",1.26013795612941,4,0.868101490766904,1
"Slc7a6",0.000483728275551718,2,0.999758165108997,1
"Prmt7",NA,NA,NA,NA
"Tango6",0.175659598773073,4,0.996361537726321,1
"Utp4",5.45118172555148,3,0.141587822785281,1
"Sntb2",0.135015331526168,4,0.997821358067415,1
"Vps4a",0.261661759845449,4,0.992152726456467,1
"Nip7",8.28295353061362,3,0.040511926299686,0.892685011035381
"Cyb5b",0.0612177592711705,4,0.999540998599074,1
"Nfat5",0.354701460199647,2,0.837486001457831,1
"Wwp2",1.86477706857154e-05,4,0.999999999956533,1
"Zfhx3",1.50721458302158,4,0.825362730680087,1
"Txnl4b",2.85953164319156,4,0.581600822477186,1
"Ap1g1",0.16157397849125,4,0.996907272632891,1
"Vac14",2.08887350838777,4,0.719416776073243,1
"St3gal2",0,2,1,1
"Aars",3.92721187587183,4,0.415946268736128,1
"Znrf1",2.76308435572634,4,0.598221659212616,1
"Gabarapl2",1.35837481911533,2,0.507028831797242,1
"Terf2ip",0,4,1,1
"Nudt7",0.919916475031586,2,0.631310010030722,1
"Cenpn",0.287522540340849,2,0.866094485970002,1
"Atmin",0.131089880062892,4,0.997943526491794,1
"Gan",6.77167303153671,4,0.148457561819688,1
"Cmip",3.17667912929608,4,0.52870588260511,1
"Plcg2",0,4,1,1
"Hsbp1",0,4,1,1
"Mlycd",1.37286240597555,4,0.848897677552529,1
"Klhl36",0.0493806779269206,4,0.999700164614282,1
"Usp10",0.0258226530522351,2,0.987171667080383,1
"Crispld2",3.1322200627168,2,0.208856047690294,1
"X6430548M08Rik",0.366078130427773,2,0.832735624106401,1
"Gse1",0.765360302005698,4,0.943030741744999,1
"Cox4i1",0,4,1,1
"Irf8",NA,NA,NA,NA
"Map1lc3b",0,4,1,1
"Banp",0.901539797145666,4,0.92433980693866,1
"Zfpm1",2.04124685648027,4,0.72817247939505,1
"Zc3h18",0.00167698205594985,4,0.999999648662841,1
"Ctu2",5.07109479839453,4,0.280080207751335,1
"Cdt1",1.62063127071641,4,0.805079361178549,1
"Trappc2l",0.0362418113108251,4,0.999837786413018,1
"Spg7",2.46137879030718,4,0.65156461295964,1
"Rpl13",0.0306109519235211,4,0.999884059512449,1
"Tcf25",0,4,1,1
"Def8",2.80426781290234,4,0.591096237484712,1
"Afg3l1",0.171515253030295,4,0.996526436910783,1
"Rhou",0.678850716586464,4,0.953911219293135,1
"Urb2",0.242590929943237,2,0.885772206265526,1
"Cog2",1.91546521345283,4,0.751303458371114,1
"Gnpat",3.02043237893424,4,0.554411932111334,1
"Sprtn",0.516258608598679,4,0.971899023028242,1
"Tsnax",1.46371599464215,4,0.833048697423331,1
"Ntpcr",0.0507552778401518,4,0.99968338416537,1
"Coa6",2.49046731066185,4,0.646343578414173,1
"Itgb1",0.121940063056927,4,0.998215176902732,1
"Aasdhppt",6.92942892840222,4,0.139664913305635,1
"Birc2",0.000794702201642883,4,0.999999921076961,1
"Birc3",0,2,1,1
"Jrkl",0,4,1,1
"Cep57",0.386937445660335,4,0.9835323365535,1
"Endod1",0.945282855038969,3,0.814488508116858,1
"Ankrd49",0.285858342597058,4,0.990708677806546,1
"Panx1",4.92535394096197,4,0.29504275832666,1
"Med17",6.72441288573175,4,0.151188413474128,1
"X4931406C07Rik",0.157646167688439,2,0.924203416498073,1
"Cep295",3.64325321559917,3,0.302652382562689,1
"Zfp560",0.438112603441113,2,0.803276491031929,1
"Zfp26",4.94532410283651,4,0.292953733145885,1
"Zfp426",1.09234887550264,4,0.895484235034528,1
"Zfp266",5.50689580704625,4,0.239123997158125,1
"Eif3g",0,4,1,1
"Dnmt1",20.5619008809257,2,3.42799322549103e-05,0.00413269871807558
"Tyk2",0.969370434667299,2,0.615891038076889,1
"Cdc37",0.415528351421578,4,0.981185922392381,1
"Keap1",1.48974868914787,4,0.828455793880087,1
